"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","GDP","TOT","USD_CAP","A","2001",29483.946858,
"DNK","GDP","TOT","USD_CAP","A","2002",30639.953104,
"DNK","GDP","TOT","USD_CAP","A","2003",30787.412894,
"DNK","GDP","TOT","USD_CAP","A","2004",32929.7573,
"DNK","GDP","TOT","USD_CAP","A","2005",34152.878002,
"DNK","GDP","TOT","USD_CAP","A","2006",37302.358922,
"DNK","GDP","TOT","USD_CAP","A","2007",38972.031372,
"DNK","GDP","TOT","USD_CAP","A","2008",41282.997487,
"DNK","GDP","TOT","USD_CAP","A","2009",40333.144354,
"DNK","GDP","TOT","USD_CAP","A","2010",43046.842485,
"DNK","GDP","TOT","USD_CAP","A","2011",44407.951375,
"DNK","GDP","TOT","USD_CAP","A","2012",44808.543206,
"DNK","GDP","TOT","USD_CAP","A","2013",46742.938839,
"DNK","GDP","TOT","USD_CAP","A","2014",47905.477296,
"DNK","GDP","TOT","USD_CAP","A","2015",48687.542208,
"DNK","GDP","TOT","USD_CAP","A","2016",49020.543891,
"FIN","GDP","TOT","USD_CAP","A","2000",26748.672099,
"FIN","GDP","TOT","USD_CAP","A","2001",27793.753282,
"FIN","GDP","TOT","USD_CAP","A","2002",28567.171807,
"FIN","GDP","TOT","USD_CAP","A","2003",28982.988579,
"FIN","GDP","TOT","USD_CAP","A","2004",31129.126686,
"FIN","GDP","TOT","USD_CAP","A","2005",31993.376199,
"FIN","GDP","TOT","USD_CAP","A","2006",34367.27806,
"FIN","GDP","TOT","USD_CAP","A","2007",37696.793038,
"FIN","GDP","TOT","USD_CAP","A","2008",39969.392258,
"FIN","GDP","TOT","USD_CAP","A","2009",37823.023528,
"FIN","GDP","TOT","USD_CAP","A","2010",38774.828612,
"FIN","GDP","TOT","USD_CAP","A","2011",40683.337419,
"FIN","GDP","TOT","USD_CAP","A","2012",40619.937023,
"FIN","GDP","TOT","USD_CAP","A","2013",41293.293616,
"FIN","GDP","TOT","USD_CAP","A","2014",41462.716744,
"FIN","GDP","TOT","USD_CAP","A","2015",42063.734952,
"FIN","GDP","TOT","USD_CAP","A","2016",43446.124099,
"FRA","GDP","TOT","USD_CAP","A","2000",26094.160211,
"FRA","GDP","TOT","USD_CAP","A","2001",27528.663924,
"FRA","GDP","TOT","USD_CAP","A","2002",28528.156107,
"FRA","GDP","TOT","USD_CAP","A","2003",28144.01535,
"FRA","GDP","TOT","USD_CAP","A","2004",29048.971636,
"FRA","GDP","TOT","USD_CAP","A","2005",30504.058784,
"FRA","GDP","TOT","USD_CAP","A","2006",32445.390301,
"FRA","GDP","TOT","USD_CAP","A","2007",34089.509457,
"FRA","GDP","TOT","USD_CAP","A","2008",35102.870428,
"FRA","GDP","TOT","USD_CAP","A","2009",34687.009561,
"FRA","GDP","TOT","USD_CAP","A","2010",35944.16577,
"FRA","GDP","TOT","USD_CAP","A","2011",37447.949543,
"FRA","GDP","TOT","USD_CAP","A","2012",37684.198067,
"FRA","GDP","TOT","USD_CAP","A","2013",39529.072651,
"FRA","GDP","TOT","USD_CAP","A","2014",40144.664876,
"FRA","GDP","TOT","USD_CAP","A","2015",40564.664761,
"FRA","GDP","TOT","USD_CAP","A","2016",41357.835264,"P"
"DEU","GDP","TOT","USD_CAP","A","2000",27546.580953,
"DEU","GDP","TOT","USD_CAP","A","2001",28790.799027,
"DEU","GDP","TOT","USD_CAP","A","2002",29654.218685,
"DEU","GDP","TOT","USD_CAP","A","2003",30350.202733,
"DEU","GDP","TOT","USD_CAP","A","2004",31837.711132,
"DEU","GDP","TOT","USD_CAP","A","2005",32413.540064,
"DEU","GDP","TOT","USD_CAP","A","2006",34753.952042,
"DEU","GDP","TOT","USD_CAP","A","2007",37017.966335,
"DEU","GDP","TOT","USD_CAP","A","2008",38662.606129,
"DEU","GDP","TOT","USD_CAP","A","2009",37688.919485,
"DEU","GDP","TOT","USD_CAP","A","2010",39955.045883,
"DEU","GDP","TOT","USD_CAP","A","2011",42692.50173,
"DEU","GDP","TOT","USD_CAP","A","2012",43564.07389,
"DEU","GDP","TOT","USD_CAP","A","2013",45231.971754,
"DEU","GDP","TOT","USD_CAP","A","2014",47190.49763,
"DEU","GDP","TOT","USD_CAP","A","2015",47892.474886,
"DEU","GDP","TOT","USD_CAP","A","2016",49187.306457,
"GRC","GDP","TOT","USD_CAP","A","2000",19515.808483,
"GRC","GDP","TOT","USD_CAP","A","2001",20980.975933,
"GRC","GDP","TOT","USD_CAP","A","2002",22615.957435,
"GRC","GDP","TOT","USD_CAP","A","2003",23868.444441,
"GRC","GDP","TOT","USD_CAP","A","2004",25446.332263,
"GRC","GDP","TOT","USD_CAP","A","2005",25577.445437,
"GRC","GDP","TOT","USD_CAP","A","2006",28523.145715,
"GRC","GDP","TOT","USD_CAP","A","2007",29286.805857,
"GRC","GDP","TOT","USD_CAP","A","2008",30855.935774,
"GRC","GDP","TOT","USD_CAP","A","2009",30359.910339,
"GRC","GDP","TOT","USD_CAP","A","2010",28175.745205,
"GRC","GDP","TOT","USD_CAP","A","2011",26141.091034,"P"
"GRC","GDP","TOT","USD_CAP","A","2012",25284.405782,"P"
"GRC","GDP","TOT","USD_CAP","A","2013",26097.797516,"P"
"GRC","GDP","TOT","USD_CAP","A","2014",26838.582268,"P"
"GRC","GDP","TOT","USD_CAP","A","2015",26697.048831,"P"
"GRC","GDP","TOT","USD_CAP","A","2016",26764.908341,"P"
"HUN","GDP","TOT","USD_CAP","A","2000",11876.0812,
"HUN","GDP","TOT","USD_CAP","A","2001",13241.996574,
"HUN","GDP","TOT","USD_CAP","A","2002",14549.586165,
"HUN","GDP","TOT","USD_CAP","A","2003",15467.239786,
"HUN","GDP","TOT","USD_CAP","A","2004",16251.380872,
"HUN","GDP","TOT","USD_CAP","A","2005",17081.774357,
"HUN","GDP","TOT","USD_CAP","A","2006",18300.325646,
"HUN","GDP","TOT","USD_CAP","A","2007",19026.8398,
"HUN","GDP","TOT","USD_CAP","A","2008",20678.679912,
"HUN","GDP","TOT","USD_CAP","A","2009",20648.055184,
"HUN","GDP","TOT","USD_CAP","A","2010",21555.85913,
"HUN","GDP","TOT","USD_CAP","A","2011",22841.210338,
"HUN","GDP","TOT","USD_CAP","A","2012",23094.473331,
"HUN","GDP","TOT","USD_CAP","A","2013",24464.135959,
"HUN","GDP","TOT","USD_CAP","A","2014",25518.226039,
"HUN","GDP","TOT","USD_CAP","A","2015",26189.042401,
"HUN","GDP","TOT","USD_CAP","A","2016",26741.361611,
"ISL","GDP","TOT","USD_CAP","A","2000",29453.94976,
"ISL","GDP","TOT","USD_CAP","A","2001",31519.545234,
"ISL","GDP","TOT","USD_CAP","A","2002",32211.098916,
"ISL","GDP","TOT","USD_CAP","A","2003",32362.887123,
"ISL","GDP","TOT","USD_CAP","A","2004",35269.127478,
"ISL","GDP","TOT","USD_CAP","A","2005",37069.327302,
"ISL","GDP","TOT","USD_CAP","A","2006",38652.106255,
"ISL","GDP","TOT","USD_CAP","A","2007",40801.834265,
"ISL","GDP","TOT","USD_CAP","A","2008",42455.526686,
"ISL","GDP","TOT","USD_CAP","A","2009",41105.488299,
"ISL","GDP","TOT","USD_CAP","A","2010",38540.295497,
"ISL","GDP","TOT","USD_CAP","A","2011",39623.674717,
"ISL","GDP","TOT","USD_CAP","A","2012",40698.068248,
"ISL","GDP","TOT","USD_CAP","A","2013",42816.524404,
"ISL","GDP","TOT","USD_CAP","A","2014",44544.105448,
"ISL","GDP","TOT","USD_CAP","A","2015",47501.779405,
"ISL","GDP","TOT","USD_CAP","A","2016",50751.583533,
"IRL","GDP","TOT","USD_CAP","A","2000",30180.376534,
"IRL","GDP","TOT","USD_CAP","A","2001",32593.695494,
"IRL","GDP","TOT","USD_CAP","A","2002",35212.94778,
"IRL","GDP","TOT","USD_CAP","A","2003",36230.995678,
"IRL","GDP","TOT","USD_CAP","A","2004",38711.074392,
"IRL","GDP","TOT","USD_CAP","A","2005",40437.080879,
"IRL","GDP","TOT","USD_CAP","A","2006",44249.726277,
"IRL","GDP","TOT","USD_CAP","A","2007",46738.460929,
"IRL","GDP","TOT","USD_CAP","A","2008",44219.775877,
"IRL","GDP","TOT","USD_CAP","A","2009",41579.674021,
"IRL","GDP","TOT","USD_CAP","A","2010",43337.996326,
"IRL","GDP","TOT","USD_CAP","A","2011",44952.72334,
"IRL","GDP","TOT","USD_CAP","A","2012",46304.198681,
"IRL","GDP","TOT","USD_CAP","A","2013",48006.067498,
"IRL","GDP","TOT","USD_CAP","A","2014",51250.483666,
"IRL","GDP","TOT","USD_CAP","A","2015",68779.45724,
"IRL","GDP","TOT","USD_CAP","A","2016",70879.955583,
"ITA","GDP","TOT","USD_CAP","A","2000",27022.875469,
"ITA","GDP","TOT","USD_CAP","A","2001",27953.082806,
"ITA","GDP","TOT","USD_CAP","A","2002",28621.245602,
"ITA","GDP","TOT","USD_CAP","A","2003",29028.957343,
"ITA","GDP","TOT","USD_CAP","A","2004",29376.677032,
"ITA","GDP","TOT","USD_CAP","A","2005",29937.5842,
"ITA","GDP","TOT","USD_CAP","A","2006",32178.743702,
"ITA","GDP","TOT","USD_CAP","A","2007",33788.786655,
"ITA","GDP","TOT","USD_CAP","A","2008",35154.80175,
"ITA","GDP","TOT","USD_CAP","A","2009",34228.046979,
"ITA","GDP","TOT","USD_CAP","A","2010",34718.766517,
"ITA","GDP","TOT","USD_CAP","A","2011",35935.483952,
"ITA","GDP","TOT","USD_CAP","A","2012",35757.023679,
"ITA","GDP","TOT","USD_CAP","A","2013",35885.39085,
"ITA","GDP","TOT","USD_CAP","A","2014",36070.848203,
"ITA","GDP","TOT","USD_CAP","A","2015",36628.19017,
"ITA","GDP","TOT","USD_CAP","A","2016",38581.076518,
"JPN","GDP","TOT","USD_CAP","A","2000",26841.407895,
"JPN","GDP","TOT","USD_CAP","A","2001",27499.361867,
"JPN","GDP","TOT","USD_CAP","A","2002",28170.054375,
"JPN","GDP","TOT","USD_CAP","A","2003",28940.631086,
"JPN","GDP","TOT","USD_CAP","A","2004",30368.2328,
"JPN","GDP","TOT","USD_CAP","A","2005",31667.91436,
"JPN","GDP","TOT","USD_CAP","A","2006",33103.05265,
"JPN","GDP","TOT","USD_CAP","A","2007",34507.896465,
"JPN","GDP","TOT","USD_CAP","A","2008",34803.657814,
"JPN","GDP","TOT","USD_CAP","A","2009",33196.050037,
"JPN","GDP","TOT","USD_CAP","A","2010",35007.701767,
"JPN","GDP","TOT","USD_CAP","A","2011",35775.256332,
"JPN","GDP","TOT","USD_CAP","A","2012",37213.837398,
"JPN","GDP","TOT","USD_CAP","A","2013",39008.36056,
"JPN","GDP","TOT","USD_CAP","A","2014",39183.465681,
"JPN","GDP","TOT","USD_CAP","A","2015",40727.254493,
"JPN","GDP","TOT","USD_CAP","A","2016",42292.681306,
"KOR","GDP","TOT","USD_CAP","A","2000",18083.126802,
"KOR","GDP","TOT","USD_CAP","A","2001",19184.452518,
"KOR","GDP","TOT","USD_CAP","A","2002",20774.990028,
"KOR","GDP","TOT","USD_CAP","A","2003",21374.644053,
"KOR","GDP","TOT","USD_CAP","A","2004",22946.993624,
"KOR","GDP","TOT","USD_CAP","A","2005",24196.20341,
"KOR","GDP","TOT","USD_CAP","A","2006",25827.950301,
"KOR","GDP","TOT","USD_CAP","A","2007",27822.653258,
"KOR","GDP","TOT","USD_CAP","A","2008",28655.812931,
"KOR","GDP","TOT","USD_CAP","A","2009",28320.224366,
"KOR","GDP","TOT","USD_CAP","A","2010",30376.940494,
"KOR","GDP","TOT","USD_CAP","A","2011",31228.284323,
"KOR","GDP","TOT","USD_CAP","A","2012",32097.070005,
"KOR","GDP","TOT","USD_CAP","A","2013",32615.703397,
"KOR","GDP","TOT","USD_CAP","A","2014",33587.357693,
"KOR","GDP","TOT","USD_CAP","A","2015",35203.697579,
"KOR","GDP","TOT","USD_CAP","A","2016",36629.655177,
"LUX","GDP","TOT","USD_CAP","A","2000",55254.590794,
"LUX","GDP","TOT","USD_CAP","A","2001",55898.705176,
"LUX","GDP","TOT","USD_CAP","A","2002",58709.015363,
"LUX","GDP","TOT","USD_CAP","A","2003",59951.291107,
"LUX","GDP","TOT","USD_CAP","A","2004",64016.236021,
"LUX","GDP","TOT","USD_CAP","A","2005",68140.65238,
"LUX","GDP","TOT","USD_CAP","A","2006",77914.038792,
"LUX","GDP","TOT","USD_CAP","A","2007",83843.729528,
"LUX","GDP","TOT","USD_CAP","A","2008",86591.985457,
"LUX","GDP","TOT","USD_CAP","A","2009",82191.598856,
"LUX","GDP","TOT","USD_CAP","A","2010",85598.231058,
"LUX","GDP","TOT","USD_CAP","A","2011",91814.036613,
"LUX","GDP","TOT","USD_CAP","A","2012",91526.720705,
"LUX","GDP","TOT","USD_CAP","A","2013",95246.113893,
"LUX","GDP","TOT","USD_CAP","A","2014",101274.851635,
"LUX","GDP","TOT","USD_CAP","A","2015",102553.861259,
"LUX","GDP","TOT","USD_CAP","A","2016",102019.458319,
"MEX","GDP","TOT","USD_CAP","A","2000",10887.216847,
"MEX","GDP","TOT","USD_CAP","A","2001",10979.577517,
"MEX","GDP","TOT","USD_CAP","A","2002",10999.980338,
"MEX","GDP","TOT","USD_CAP","A","2003",11050.814557,
"MEX","GDP","TOT","USD_CAP","A","2004",11620.119144,
"MEX","GDP","TOT","USD_CAP","A","2005",12522.285892,
"MEX","GDP","TOT","USD_CAP","A","2006",13646.139403,
"MEX","GDP","TOT","USD_CAP","A","2007",14261.300609,
"MEX","GDP","TOT","USD_CAP","A","2008",14859.955529,
"MEX","GDP","TOT","USD_CAP","A","2009",14505.567536,
"MEX","GDP","TOT","USD_CAP","A","2010",15256.86187,
"MEX","GDP","TOT","USD_CAP","A","2011",16522.039507,
"MEX","GDP","TOT","USD_CAP","A","2012",17195.207181,
"MEX","GDP","TOT","USD_CAP","A","2013",17437.315321,
"MEX","GDP","TOT","USD_CAP","A","2014",18140.31555,"E"
"MEX","GDP","TOT","USD_CAP","A","2015",17935.411845,"E"
"MEX","GDP","TOT","USD_CAP","A","2016",18535.16689,"E"
"NLD","GDP","TOT","USD_CAP","A","2000",31877.186582,
"NLD","GDP","TOT","USD_CAP","A","2001",33228.271968,
"NLD","GDP","TOT","USD_CAP","A","2002",34451.320053,
"NLD","GDP","TOT","USD_CAP","A","2003",34114.301342,
"NLD","GDP","TOT","USD_CAP","A","2004",35802.6805,
"NLD","GDP","TOT","USD_CAP","A","2005",37632.170114,
"NLD","GDP","TOT","USD_CAP","A","2006",40989.347684,
"NLD","GDP","TOT","USD_CAP","A","2007",43899.026239,
"NLD","GDP","TOT","USD_CAP","A","2008",46435.983851,
"NLD","GDP","TOT","USD_CAP","A","2009",44569.906148,
"NLD","GDP","TOT","USD_CAP","A","2010",45093.417236,
"NLD","GDP","TOT","USD_CAP","A","2011",46599.227659,
"NLD","GDP","TOT","USD_CAP","A","2012",47280.433836,
"NLD","GDP","TOT","USD_CAP","A","2013",49254.511184,
"NLD","GDP","TOT","USD_CAP","A","2014",49239.069551,
"NLD","GDP","TOT","USD_CAP","A","2015",50028.778078,
"NLD","GDP","TOT","USD_CAP","A","2016",50961.235694,"P"
"NZL","GDP","TOT","USD_CAP","A","2000",21468.790244,
"NZL","GDP","TOT","USD_CAP","A","2001",22404.645754,
"NZL","GDP","TOT","USD_CAP","A","2002",23180.064981,
"NZL","GDP","TOT","USD_CAP","A","2003",23858.263722,
"NZL","GDP","TOT","USD_CAP","A","2004",25002.919917,
"NZL","GDP","TOT","USD_CAP","A","2005",25589.813335,
"NZL","GDP","TOT","USD_CAP","A","2006",27684.962327,
"NZL","GDP","TOT","USD_CAP","A","2007",29309.307176,
"NZL","GDP","TOT","USD_CAP","A","2008",29782.072144,
"NZL","GDP","TOT","USD_CAP","A","2009",30591.452928,
"NZL","GDP","TOT","USD_CAP","A","2010",31177.603866,
"NZL","GDP","TOT","USD_CAP","A","2011",32667.478684,
"NZL","GDP","TOT","USD_CAP","A","2012",32912.105077,
"NZL","GDP","TOT","USD_CAP","A","2013",36074.207954,
"NZL","GDP","TOT","USD_CAP","A","2014",37083.27714,
"NZL","GDP","TOT","USD_CAP","A","2015",37641.395703,
"NZL","GDP","TOT","USD_CAP","A","2016",39241.025516,"E"
"NOR","GDP","TOT","USD_CAP","A","2000",36950.225085,
"NOR","GDP","TOT","USD_CAP","A","2001",37816.217342,
"NOR","GDP","TOT","USD_CAP","A","2002",37961.126489,
"NOR","GDP","TOT","USD_CAP","A","2003",38529.227062,
"NOR","GDP","TOT","USD_CAP","A","2004",42500.793399,
"NOR","GDP","TOT","USD_CAP","A","2005",47775.439181,
"NOR","GDP","TOT","USD_CAP","A","2006",54083.027484,
"NOR","GDP","TOT","USD_CAP","A","2007",55888.930715,
"NOR","GDP","TOT","USD_CAP","A","2008",61759.991318,
"NOR","GDP","TOT","USD_CAP","A","2009",55424.434329,
"NOR","GDP","TOT","USD_CAP","A","2010",58025.022294,
"NOR","GDP","TOT","USD_CAP","A","2011",62146.13251,
"NOR","GDP","TOT","USD_CAP","A","2012",65441.924842,
"NOR","GDP","TOT","USD_CAP","A","2013",67051.142866,
"NOR","GDP","TOT","USD_CAP","A","2014",66018.42418,
"NOR","GDP","TOT","USD_CAP","A","2015",61713.18866,
"NOR","GDP","TOT","USD_CAP","A","2016",58834.460566,
"POL","GDP","TOT","USD_CAP","A","2000",10651.973236,
"POL","GDP","TOT","USD_CAP","A","2001",11110.355958,
"POL","GDP","TOT","USD_CAP","A","2002",11780.566974,
"POL","GDP","TOT","USD_CAP","A","2003",12259.375926,
"POL","GDP","TOT","USD_CAP","A","2004",13346.654632,
"POL","GDP","TOT","USD_CAP","A","2005",13897.543071,
"POL","GDP","TOT","USD_CAP","A","2006",15147.826497,
"POL","GDP","TOT","USD_CAP","A","2007",16787.075694,
"POL","GDP","TOT","USD_CAP","A","2008",18315.13109,
"POL","GDP","TOT","USD_CAP","A","2009",19077.280011,
"POL","GDP","TOT","USD_CAP","A","2010",20809.456837,
"POL","GDP","TOT","USD_CAP","A","2011",22576.179383,
"POL","GDP","TOT","USD_CAP","A","2012",23542.002955,
"POL","GDP","TOT","USD_CAP","A","2013",24422.763907,
"POL","GDP","TOT","USD_CAP","A","2014",25288.230814,
"POL","GDP","TOT","USD_CAP","A","2015",26270.68427,
"POL","GDP","TOT","USD_CAP","A","2016",27055.19212,
"PRT","GDP","TOT","USD_CAP","A","2000",18883.893995,
"PRT","GDP","TOT","USD_CAP","A","2001",19556.931667,
"PRT","GDP","TOT","USD_CAP","A","2002",20367.738703,
"PRT","GDP","TOT","USD_CAP","A","2003",20839.500134,
"PRT","GDP","TOT","USD_CAP","A","2004",21483.237762,
"PRT","GDP","TOT","USD_CAP","A","2005",22739.663819,
"PRT","GDP","TOT","USD_CAP","A","2006",24658.539698,
"PRT","GDP","TOT","USD_CAP","A","2007",25701.415423,
"PRT","GDP","TOT","USD_CAP","A","2008",26631.49833,
"PRT","GDP","TOT","USD_CAP","A","2009",26464.480971,
"PRT","GDP","TOT","USD_CAP","A","2010",27334.809057,
"PRT","GDP","TOT","USD_CAP","A","2011",26780.130678,
"PRT","GDP","TOT","USD_CAP","A","2012",26454.226847,
"PRT","GDP","TOT","USD_CAP","A","2013",27899.476143,
"PRT","GDP","TOT","USD_CAP","A","2014",28746.525806,
"PRT","GDP","TOT","USD_CAP","A","2015",29532.32841,
"PRT","GDP","TOT","USD_CAP","A","2016",30821.510667,
"SVK","GDP","TOT","USD_CAP","A","2000",11329.647783,
"SVK","GDP","TOT","USD_CAP","A","2001",12380.140185,
"SVK","GDP","TOT","USD_CAP","A","2002",13290.17514,
"SVK","GDP","TOT","USD_CAP","A","2003",14123.110609,
"SVK","GDP","TOT","USD_CAP","A","2004",15165.159445,
"SVK","GDP","TOT","USD_CAP","A","2005",16572.063714,
"SVK","GDP","TOT","USD_CAP","A","2006",18804.577756,
"SVK","GDP","TOT","USD_CAP","A","2007",21075.413987,
"SVK","GDP","TOT","USD_CAP","A","2008",23574.932189,
"SVK","GDP","TOT","USD_CAP","A","2009",22921.662356,
"SVK","GDP","TOT","USD_CAP","A","2010",24809.254817,
"SVK","GDP","TOT","USD_CAP","A","2011",25836.338992,
"SVK","GDP","TOT","USD_CAP","A","2012",26654.008792,
"SVK","GDP","TOT","USD_CAP","A","2013",27899.621343,
"SVK","GDP","TOT","USD_CAP","A","2014",28928.17644,
"SVK","GDP","TOT","USD_CAP","A","2015",29529.977723,
"SVK","GDP","TOT","USD_CAP","A","2016",30460.32019,
"ESP","GDP","TOT","USD_CAP","A","2000",21537.83089,
"ESP","GDP","TOT","USD_CAP","A","2001",22977.344341,
"ESP","GDP","TOT","USD_CAP","A","2002",24367.460753,
"ESP","GDP","TOT","USD_CAP","A","2003",25049.310694,
"ESP","GDP","TOT","USD_CAP","A","2004",26227.889555,
"ESP","GDP","TOT","USD_CAP","A","2005",27696.201196,
"ESP","GDP","TOT","USD_CAP","A","2006",30844.479418,
"ESP","GDP","TOT","USD_CAP","A","2007",32584.786598,
"ESP","GDP","TOT","USD_CAP","A","2008",33442.622642,
"ESP","GDP","TOT","USD_CAP","A","2009",32381.667442,
"ESP","GDP","TOT","USD_CAP","A","2010",31964.447281,
"ESP","GDP","TOT","USD_CAP","A","2011",32072.864734,
"ESP","GDP","TOT","USD_CAP","A","2012",31993.079214,
"ESP","GDP","TOT","USD_CAP","A","2013",32622.825214,
"ESP","GDP","TOT","USD_CAP","A","2014",33728.452022,
"ESP","GDP","TOT","USD_CAP","A","2015",34881.907459,
"ESP","GDP","TOT","USD_CAP","A","2016",36338.997401,"P"
"SWE","GDP","TOT","USD_CAP","A","2000",29316.062187,
"SWE","GDP","TOT","USD_CAP","A","2001",29703.825087,
"SWE","GDP","TOT","USD_CAP","A","2002",30636.216886,
"SWE","GDP","TOT","USD_CAP","A","2003",31510.873437,
"SWE","GDP","TOT","USD_CAP","A","2004",33579.44869,
"SWE","GDP","TOT","USD_CAP","A","2005",34005.999286,
"SWE","GDP","TOT","USD_CAP","A","2006",37468.497605,
"SWE","GDP","TOT","USD_CAP","A","2007",40621.085173,
